gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type
Dgcr8	-1.18462412643234	5.23843524498102	53.0608893244846	3.23367346998869e-13	1.42353492089947e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ssbp3	-0.850288416126434	6.77981771200449	52.7705788858455	3.74874869798561e-13	1.61544842176461e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Kirrel	-1.76477915700085	2.26420628782097	52.7410516387183	3.80553220674819e-13	1.61544842176461e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Pstpip2	1.02267810782355	3.33751386803479	52.6286105315082	4.02975827424732e-13	1.68062129290188e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Fam205c	-3.77954277749901	1.50014888863193	50.6589432376323	1.09894549195971e-12	4.50416073014934e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Trmt2b	1.02990076646498	2.94252264825837	50.6164162332388	1.12301759482907e-12	4.52480919733502e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Slc25a13	1.41377177480235	2.33445746930007	49.2926749039902	2.20484267901765e-12	8.73558669426792e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm30564	1.12910467443908	4.11055195073969	49.071298286274	2.46825559029929e-12	9.61891342501554e-10	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm29514	0.916326420878967	4.85012344041288	47.5859513212142	5.26443998662482e-12	2.01848818325879e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sdk1	-1.98882591386331	8.89200342978967	47.089873315965	6.78051135634479e-12	2.5585129517941e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Slc38a3	2.55453940468843	0.365413447257092	46.8521240303159	7.65500878800082e-12	2.84335732669305e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sntb1	1.77410895305935	4.33777322248056	46.5230702719178	9.05461100373047e-12	3.31148019662586e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
2610028E06Rik	-2.90374700972547	-0.207290436911258	46.0447026654951	1.15585258193522e-11	4.16317084511576e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Zbtb7c	-1.03398298600603	4.34143777959257	45.554350464248	1.48461569648616e-11	5.2675051249058e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Grik4	-0.729245864993864	7.80007445773906	44.7796697902922	2.205002823733e-11	7.70843045967364e-09	pseudobulk	edgeR	LRT	Deep_layer_neurons
Negr1	-0.669921050616664	10.6319108432237	44.0590458172737	3.18618011182657e-11	1.09770831330929e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Asah2	0.947018651022421	3.71225659492647	44.0296500145038	3.23439106984878e-11	1.09839920732064e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Cntn4	0.717424317603719	10.3386909485655	43.5455838320286	4.14197856782678e-11	1.38680442977998e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Msra	0.70534853218969	8.63454997351813	43.5084101705581	4.22141235987067e-11	1.39376964748397e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gng12	-0.73558222995089	7.83430574903934	43.3770269783174	4.51457370514142e-11	1.47014309751537e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Hmga2	2.13027560527305	2.40237682218781	43.1573084221051	5.0510867640491e-11	1.62262749398615e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Npsr1	1.6274038461625	4.99001651945697	43.0432997975955	5.35416664382325e-11	1.69705665942622e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Txnrd2	-0.995960175860865	3.17530885371528	42.5164735119403	7.00894140488083e-11	2.19232309311615e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm31294	2.79542987900502	-1.44250131201156	42.1695440772344	8.36933256376524e-11	2.5838412169588e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Syce1	2.28166080661437	-0.670588120090585	42.0996483086216	8.67387892031732e-11	2.64353140633056e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Wt1	4.59722475630802	-2.03078244050464	42.0269073044584	9.00260805472313e-11	2.70898732502377e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sptssb	1.68719464659843	1.65438633544638	41.8547561343814	9.83113439062167e-11	2.92132158417323e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Klhl29	-0.797644224233449	8.22271938173526	41.8287322105148	9.9628574677379e-11	2.92391416942056e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Pirt	2.93807239529793	0.453830473844615	41.3478879381619	1.27409047269003e-10	3.69361935570578e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Mpp7	0.937157933060507	4.00800287279867	41.2830684945972	1.31704775815962e-10	3.77215172373138e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Glra3	-1.32203998505445	2.97700538399965	41.2191183715421	1.36084956474706e-10	3.80794623988285e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Pfkfb3	-1.27237430300656	4.53209836337532	41.2180656789173	1.36158266191335e-10	3.80794623988285e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Kcnj6	-0.640426420138352	8.39000234861531	41.1509143250877	1.40917324706451e-10	3.89521702665319e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ccnd1	-1.23121220842815	2.0888927440563	40.674246835689	1.79841785903158e-10	4.91402176378146e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Lamc2	1.07240257903016	2.93213745064885	40.6316279070532	1.83807323556591e-10	4.96530419953101e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Arhgap26	0.767772782632074	5.37646306084449	40.5318968004107	1.9343241399212e-10	5.16660151170864e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Cntnap3	1.35568505821175	2.26089747331446	40.0742480755845	2.44490916690515e-10	6.45782007951881e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Syt2	1.59429360574209	2.74866230193998	39.9254108588388	2.63848241531373e-10	6.89252790954263e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Kif26a	-1.31171370796638	2.74780346329706	39.7922695177285	2.82460876301057e-10	7.298543425466e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Hpgd	-2.47653961273308	0.404614824920357	39.5886846668646	3.13494469315895e-10	8.01332314470694e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Syk	1.24823947382898	2.06656945389246	39.3035749244839	3.6277651136372e-10	9.17438641291314e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm35835	1.12192421039255	2.90457107942719	39.1853710677542	3.85417218094171e-10	9.64435590372067e-08	pseudobulk	edgeR	LRT	Deep_layer_neurons
Krt80	-1.07034886666696	4.29575057356919	39.0683155360325	4.09231846355861e-10	1.0133603595387e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gnb4	-1.2510487960516	3.25787555678762	38.8608770699985	4.55110927323385e-10	1.1153502025084e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ltbp1	1.56121211840838	5.01590742890428	38.6554227829255	5.05625840497422e-10	1.22650382452089e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
B930018H19Rik	2.20461148772719	-0.919568780388654	38.3307638795371	5.971381306674e-10	1.43385531739651e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gas7	-0.631606205304565	8.77378804924405	38.1632502380087	6.50663946410582e-10	1.5221933460693e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Trip10	1.38211435313266	1.53039699337869	38.1567131109246	6.52847472490349e-10	1.5221933460693e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ptger3	0.856943074961089	3.61068158412955	38.1558480358067	6.53136973326052e-10	1.5221933460693e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ret	3.09326315808254	-0.0353203554664459	38.0429492758284	6.92043430331276e-10	1.59291727395497e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sulf1	-0.8216694362595	6.91660359578063	38.0293480405624	6.96884555322718e-10	1.59291727395497e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ccdc3	-1.37818870018884	3.18574771991475	37.9673354844522	7.19390158169583e-10	1.62869931809594e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Tuft1	1.37076995807457	2.23460547900314	37.8991355400968	7.44982433850997e-10	1.67072852995339e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm40518	0.773154052878609	3.90558978402044	37.5246046563035	9.02670742471227e-10	2.00544755981552e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm13629	1.21834567348524	5.00507005730641	37.2141548829781	1.05842715632625e-09	2.32971577409144e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Stk32c	-0.657809947725058	6.20475561885392	37.0550907972492	1.1483836802424e-09	2.50452998593783e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Stard5	0.884473765889188	5.14623659948928	36.9660908181323	1.20201606765923e-09	2.59766599639956e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm13391	-1.43837487371312	1.97426407865531	36.7549692786292	1.33948749055441e-09	2.86867537166301e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Arhgef6	1.74584762837163	0.0108694131324994	36.6904120244718	1.38458752110341e-09	2.93878701354199e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gap43	-0.654279668603491	7.32492819899005	36.6439772277021	1.41796433942254e-09	2.98299542272147e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Adarb2	-1.15950746771384	5.22026520054838	36.578467276503	1.46642673143425e-09	3.05788563681184e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sgsm1	-0.863803172780723	6.62571901882389	36.5485947670901	1.48907276222920e-09	3.07810762640978e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Hs3st2	-1.01858683024944	8.56114354708859	36.5253703435394	1.50692062814887e-09	3.08814803209956e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gsg1l	-1.11036166864491	6.5388369218401	36.265109221022	1.7221963652265e-09	3.49914974309096e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Xlr3b	1.4020893751852	1.18818554625532	36.2414657940034	1.74321711055746e-09	3.50573891516099e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Cntn3	0.65961071103289	8.73271481619765	36.2284105423721	1.75493408591687e-09	3.50573891516099e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Kcnq5	0.615947859184525	10.2517405037484	36.1094600253429	1.86539070004484e-09	3.69533897678883e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Adamts5	1.26471173187794	1.33212513472076	36.0415979435558	1.93149829261227e-09	3.79467581917182e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Eya4	-2.86986030898574	1.44531267794126	35.7186659938656	2.27969243509805e-09	4.44203676779925e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Col23a1	-2.20914089815435	4.70355098839725	35.6061719192043	2.41521107245843e-09	4.66783720442941e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Adgrg4	1.90000166280925	-0.0285803622715224	35.5068315303664	2.54157625275782e-09	4.87244763552894e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Zhx2	-0.908183696048522	4.60087409576786	35.3465039498546	2.75963480237621e-09	5.24816308176697e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Baiap3	-2.43354403748368	-0.163172858350937	35.1867872608327	2.99549014312486e-09	5.65149140336224e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm14015	1.21617451945457	1.5266555400753	34.6946408298453	3.85691894693108e-09	7.21942340208233e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ide	0.638725451430402	6.10215850034757	34.4169549896626	4.4483130665674e-09	8.26135142331564e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm16323	-0.961043128273008	3.12744020507605	34.1224356436639	5.17511357216245e-09	9.5366511501896e-07	pseudobulk	edgeR	LRT	Deep_layer_neurons
Padi6	-1.89646543129597	0.0437889038830956	33.9536306083829	5.64412676885998e-09	1.03209370422569e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Trpv3	1.12655344472273	1.35533694356432	33.8839614499635	5.84989615018046e-09	1.06155520062664e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Hpcal4	-0.929580611279137	5.56156169632226	33.7153825803714	6.37942294085905e-09	1.14887607689471e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Grid2	-0.716931841043167	10.5244117634831	33.6656825803652	6.54451196017258e-09	1.16974540088137e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Steap3	2.28451860302453	-0.217692614898338	33.4970985621775	7.13703791899865e-09	1.26613183142116e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Acer2	1.38847188660371	0.480086505237968	33.3307206100758	7.77447448175839e-09	1.36899857318786e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ess2	-1.10580010698121	2.5898651949408	33.2786390426953	7.98550010230885e-09	1.39581844435357e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Mreg	1.30504830508371	2.44598935033059	33.1991548907118	8.31866782353179e-09	1.44344066789049e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Prss12	-0.650829385596678	5.83170201383721	33.1335817352724	8.60398143781596e-09	1.48212932420117e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Tacstd2	4.32349460686933	-1.94860622433992	32.9532433248892	9.44021273664442e-09	1.61448012356483e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
9530059O14Rik	-0.671011179217946	8.06048079195398	32.8324670770679	1.00453003202569e-08	1.70569199437962e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
1700057H15Rik	2.32186653055944	-0.712620404976502	32.6988889846783	1.07598707012205e-08	1.81406841354194e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Arhgap25	-0.753285219020305	6.50526963413605	32.6470878711289	1.10504859228042e-08	1.8499447278655e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm5860	2.49995353809736	-1.53414574775875	32.5765160041092	1.14591019881056e-08	1.90493547175697e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ubash3b	-1.58367569975057	3.31014043641389	32.3500459504094	1.28754164814778e-08	2.12015474016122e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ttc6	2.21850161526764	1.58400076637344	32.3415064898503	1.29321233940509e-08	2.12015474016122e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Nrtn	2.69416962180754	-0.88812356660348	32.3111748415711	1.31355728581964e-08	2.13875916428113e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Fign	-1.33869622418275	1.70718145879769	32.2758592821831	1.3376494802629e-08	2.163170302368e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Sostdc1	1.92691739009531	-0.518107750955145	32.255463194784	1.35176475494252e-08	2.16721486153824e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
St8sia4	1.02789582431564	3.65285962715494	32.2459721569831	1.35838387333501e-08	2.16721486153824e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm13974	-1.1682786561219	1.66305342512359	32.2147863557128	1.38036252368405e-08	2.18759852753448e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Lin28b	-0.832443340588633	5.68602758630479	32.0824235077907	1.47768175219092e-08	2.32632123265447e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Tcp10c	3.7361365622138	-2.27821905691071	32.0449574986179	1.50645610632891e-08	2.34806944183216e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Loxl2	4.40059789174536	-0.60397246849303	32.0358854941637	1.51350750841933e-08	2.34806944183216e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Phactr2	1.76462833481345	2.59951263101393	32.0261280186191	1.52112861367219e-08	2.34806944183216e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm15631	0.926926215145323	2.54301047353098	31.8617551563181	1.65544759341171e-08	2.53892259294086e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm3002	1.71431990349292	1.27695772014711	31.829670501499	1.68302022615376e-08	2.56466389846969e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
A330008L17Rik	1.06229258192259	5.74450462993194	31.7429122671306	1.75990346330742e-08	2.64811987879282e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Fhdc1	-0.960062596317549	2.32948013396301	31.7427326668544	1.76006621592321e-08	2.64811987879282e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Syne2	0.66934359906836	4.29744092728518	31.6079980422932	1.88651009906931e-08	2.82051057075948e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ankrd55	1.50493077983265	0.873651739792533	31.5168478724138	1.97717295551615e-08	2.92197061507806e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Tgfbi	-2.82535673002649	-0.542043085293486	31.5150981506239	1.97895536356877e-08	2.92197061507806e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Cacng4	-1.4244250754833	2.62311042186048	31.4060453497704	2.09328125925539e-08	3.07169642561847e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Dgcr6	-0.93329092770756	2.87689170934761	31.3935509806158	2.10679520547454e-08	3.07256046776324e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ddr2	1.79366877863968	0.164836733288389	31.2726686234687	2.24214057946809e-08	3.25001011311679e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm48784	1.64119776815152	-0.325121348716695	31.1638527283724	2.37141007156134e-08	3.39911942639952e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm12002	-1.02539195112086	2.19799090628965	31.1620553122611	2.37360686851052e-08	3.39911942639952e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm29865	1.04437876428071	2.13111619970305	31.1499296143129	2.3884802228262e-08	3.39993723694757e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Limch1	0.691108093761381	6.01714018275254	31.1236164090455	2.4210778516774e-08	3.42582516012351e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Abi3bp	-0.782617446194744	5.78123164866229	31.0852260855905	2.46943811268124e-08	3.47357886477269e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm28750	-1.40955321801022	1.17177020583033	30.9120372792189	2.69991964895384e-08	3.76136493513892e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Nbeal2	-1.10112451966265	3.1463584639411	30.9079036206528	2.70567644249013e-08	3.76136493513892e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm7030	1.86180707365316	-0.502785621156118	30.8868816409943	2.73514380962335e-08	3.78022317688176e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Ptprt	-1.00751444599025	8.00469934278943	30.830654837143	2.81554881057249e-08	3.86885701300169e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
Gm29113	1.94790752062434	-0.555703772772419	30.70140032431	3.00947782645659e-08	4.11156936152448e-06	pseudobulk	edgeR	LRT	Deep_layer_neurons
